0;0,6058086101
0,001;0,0093305971
0,002;0,4872752532
0,003;-0,7552534972
0,004;-0,5850956476
0,005;-0,0245741045
0,006;-0,6318604132
0,007;0,6440422227
0,008;-0,0478477583
0,009;0,2808627639
0,01;0,9909926972
0,011;1,4981658403
0,012;1,2639956216
0,013;1,481214711
0,014;0,6130141059
0,015;1,9021496058
0,016;1,7814168833
0,017;1,4959228115
0,018;1,2948728005
0,019;1,3789314577
0,02;0,9217272736
0,021;1,8185540251
0,022;2,4534322328
0,023;3,5214090014
0,024;1,8583027724
0,025;0,7977414578
0,026;3,2736647881
0,027;0,4731029835
0,028;3,7808132206
0,029;1,8837682856
0,03;1,8387884502
0,031;0,9048131223
0,032;0,7685299197
0,033;1,5310942388
0,034;0,4289927831
0,035;3,3369470566
0,036;0,1302403304
0,037;1,5835105785
0,038;1,7188613229
0,039;0,9691342349
0,04;2,9419901009
0,041;0,5990804806
0,042;1,4325976552
0,043;0,5545905485
0,044;-0,2684493913
0,045;1,2159678669
0,046;0,3514957966
0,047;0,8618231516
0,048;-0,4433780642
0,049;-0,0826443994
0,05;1,2322776235
0,051;-0,3512399616
0,052;-1,7875247065
0,053;0,8818484945
0,054;1,2566187426
0,055;0,2984845331
0,056;-0,3417749884
0,057;-2,0877387147
0,058;-1,8565747222
0,059;0,0494792476
0,06;-0,7070942469
0,061;-1,8605078878
0,062;-1,6475977119
0,063;-0,385784538
0,064;-1,0484495046
0,065;-2,0382575875
0,066;-1,8659168131
0,067;-3,2287384944
0,068;-1,066272847
0,069;-0,9087330463
0,07;-1,263440531
0,071;-1,8990359471
0,072;-1,3997420075
0,073;-2,6460685802
0,074;-3,7949449836
0,075;-1,7442135302
0,076;-1,8292135501
0,077;-1,6139719146
0,078;-2,9740191496
0,079;-1,3076914156
0,08;-3,3470380679
0,081;-0,8652273509
0,082;-1,6119740698
0,083;-0,576227482
0,084;-0,6671190348
0,085;-0,1681316302
0,086;-1,4364797907
0,087;-1,4533428916
0,088;-3,4231399136
0,089;-1,0380728222
0,09;-1,8145487308
0,091;-1,8439320725
0,092;-0,6408132528
0,093;-2,1442544863
0,094;-2,3613054096
0,095;-0,1607255594
0,096;-0,1138121033
0,097;-0,2162870624
0,098;-0,5100305094
0,099;-0,3474992333
0,1;-0,4338793177
0,101;0,0273619598
0,102;1,8894440506
0,103;-0,3047568095
0,104;1,7643606804
0,105;1,9607418653
0,106;0,623392771
0,107;0,9252163087
0,108;-0,3142732719
0,109;1,2199623834
0,11;1,1409426896
0,111;1,0478142526
0,112;0,0234370227
0,113;2,3519977308
0,114;1,4477577617
0,115;1,8747809389
0,116;0,0923971907
0,117;2,3706832971
0,118;2,2474136488
0,119;1,9550702066
0,12;2,8630943469
0,121;0,786280561
0,122;0,3555234594
0,123;2,3841435271
0,124;1,4461902523
0,125;2,3708296823
0,126;1,5058560138
0,127;1,3309008848
0,128;3,9236378037
0,129;2,5420371697
0,13;2,5968485966
0,131;1,3158390589
0,132;0,3204507318
0,133;2,7185663932
0,134;-0,5495871193
0,135;2,5476653438
0,136;2,8214881702
0,137;1,13943145
0,138;1,6299533965
0,139;1,3050880204
0,14;0,8832710207
0,141;0,2112001803
0,142;1,7070245023
0,143;0,3408847228
0,144;1,298554152
0,145;1,85379748
0,146;0,6882527174
0,147;-1,4939541592
0,148;0,9738786433
0,149;1,0528677698
0,15;0,7201899828
0,151;1,145225336
0,152;1,9047972005
0,153;-0,0175084788
0,154;0,8048555035
0,155;-0,4639615906
0,156;-1,2468856266
0,157;-0,2076553307
0,158;-2,0819605611
0,159;-1,1713127609
0,16;-2,1666757275
0,161;-2,0109739415
0,162;-1,3610264232
0,163;-1,1401835554
0,164;-2,3019873849
0,165;-2,5307384579
0,166;-1,0382011498
0,167;-2,1963688216
0,168;-2,1632007443
0,169;-3,459498571
0,17;-1,8378318834
0,171;-0,9009638452
0,172;-2,412203836
0,173;-2,5317159044
0,174;-2,2259679089
0,175;-1,4641143058
0,176;-1,5909435725
0,177;-1,7216098503
0,178;-3,9350759633
0,179;-2,2563394933
0,18;-1,4613846454
0,181;-2,2176745555
0,182;-0,051644433
0,183;-2,1726066356
0,184;-2,0008653837
0,185;-1,6142339333
0,186;-1,4484116779
0,187;-0,8241861067
0,188;-1,3632000538
0,189;0,63408511
0,19;-1,8040208015
0,191;-0,7313956299
0,192;-1,1521603188
0,193;-2,6696966726
0,194;-2,0276014219
0,195;-1,3597671163
0,196;-0,9238135375
0,197;0,6230909919
0,198;0,2339850127
0,199;0,0532959309
0,2;-0,421192869
0,201;0,1404927051
0,202;-0,8994847767
0,203;0,4916256069
0,204;1,3958665973
0,205;-1,0095830656
0,206;1,2037748708
0,207;0,69921962
0,208;0,2395274657
0,209;0,8373787763
0,21;2,9323405334
0,211;1,0875692962
0,212;1,7762011427
0,213;1,9792774429
0,214;0,624752553
0,215;3,1294489451
0,216;2,425787556
0,217;1,985186112
0,218;2,4263933387
0,219;2,7659455107
0,22;3,7511161959
0,221;2,4564860451
0,222;2,1876814074
0,223;2,5063428666
0,224;2,7196046878
0,225;2,2939523916
0,226;3,5943195296
0,227;1,417240069
0,228;1,2070437389
0,229;3,2348320323
0,23;0,3591189616
0,231;2,2464839565
0,232;0,2049598068
0,233;1,5944658597
0,234;0,8602090909
0,235;2,5234258418
0,236;1,2760925833
0,237;0,9297968622
0,238;1,9994677796
0,239;2,0759051464
0,24;1,1603234657
0,241;1,6874848537
0,242;1,6357424303
0,243;0,3124463233
0,244;2,3678167273
0,245;0,6352085492
0,246;1,7978795891
0,247;0,5607405657
0,248;1,1312943594
0,249;1,6330299467
0,25;-0,3276530605
0,251;-0,4577191287
0,252;-1,4249491297
0,253;-0,5903447192
0,254;-0,816391164
0,255;-2,3300488414
0,256;-0,147525355
0,257;-2,1409691248
0,258;-0,9103753034
0,259;-2,035283811
0,26;-1,8543465736
0,261;-2,7995022095
0,262;-2,4183131014
0,263;-2,7376505848
0,264;-0,8719219218
0,265;-0,7762355428
0,266;-1,3277703225
0,267;-2,0282190325
0,268;-1,0946753677
0,269;-1,4360295455
0,27;-1,486386773
0,271;-2,4620390691
0,272;-2,9257773954
0,273;-3,0056364297
0,274;-2,0144501896
0,275;-2,9671349984
0,276;-1,3189983766
0,277;-1,620963293
0,278;-1,2256256251
0,279;-3,2457732542
